대분류(NCS),중분류(NCS),소분류(NCS),세분류(NCS),코드(KECO),세분류(KECO)
20. 정보통신,01. 정보기술,01. 정보기술전략· 계획,05. 빅데이터분석,1341,데이터 전문가
20. 정보통신,01. 정보기술,01. 정보기술전략· 계획,06. IoT융합서비스기획,1320,컴퓨터시스템 전문가
20. 정보통신,01. 정보기술,01. 정보기술전략· 계획,07. 빅데이터기획,1341,데이터 전문가
20. 정보통신,01. 정보기술,01. 정보기술전략· 계획,08. 핀테크기술기획,1320,컴퓨터시스템 전문가
20. 정보통신,01. 정보기술,01. 정보기술전략· 계획,08. 핀테크기술기획,1350,정보보안 전문가
20. 정보통신,01. 정보기술,02. 정보기술개발,01. SW아키텍처,1320,컴퓨터시스템 전문가
20. 정보통신,01. 정보기술,02. 정보기술개발,01. SW아키텍처,1331,시스템 소프트웨어 개발자
20. 정보통신,01. 정보기술,02. 정보기술개발,01. SW아키텍처,1332,응용 소프트웨어 개발자
20. 정보통신,01. 정보기술,02. 정보기술개발,02. 응용SW엔지니어링,1332,응용 소프트웨어 개발자
20. 정보통신,01. 정보기술,02. 정보기술개발,02. 응용SW엔지니어링,1333,웹 개발자
20. 정보통신,01. 정보기술,02. 정보기술개발,03. 임베디드 SW엔지니어링,1331,시스템 소프트웨어 개발자
20. 정보통신,01. 정보기술,02. 정보기술개발,04. DB엔지니어링,1341,데이터 전문가
20. 정보통신,01. 정보기술,02. 정보기술개발,05. NW엔지니어링,1342,네트워크 시스템 개발자
20. 정보통신,01. 정보기술,02. 정보기술개발,06. 보안엔지니어링,1350,정보보안 전문가
20. 정보통신,01. 정보기술,02. 정보기술개발,07. UI/UX엔지니어링,1331,시스템 소프트웨어 개발자
20. 정보통신,01. 정보기술,02. 정보기술개발,07. UI/UX엔지니어링,1333,웹 개발자
20. 정보통신,01. 정보기술,02. 정보기술개발,08. 시스템 SW엔지니어링,1331,시스템 소프트웨어 개발자
20. 정보통신,01. 정보기술,02. 정보기술개발,09. 빅데이터플랫폼구축,1331,시스템 소프트웨어 개발자
20. 정보통신,01. 정보기술,02. 정보기술개발,09. 빅데이터플랫폼구축,1332,응용 소프트웨어 개발자
20. 정보통신,01. 정보기술,02. 정보기술개발,10. 핀테크엔지니어링,1331,시스템 소프트웨어 개발자
20. 정보통신,01. 정보기술,02. 정보기술개발,10. 핀테크엔지니어링,1332,응용 소프트웨어 개발자
20. 정보통신,01. 정보기술,02. 정보기술개발,11. 데이터아키텍처,1341,데이터 전문가
20. 정보통신,01. 정보기술,02. 정보기술개발,12. IoT시스템연동,1312,통신공학 기술자 및 연구원
20. 정보통신,01. 정보기술,02. 정보기술개발,12. IoT시스템연동,1331,시스템 소프트웨어 개발자
20. 정보통신,01. 정보기술,02. 정보기술개발,12. IoT시스템연동,1342,네트워크 시스템 개발자
20. 정보통신,01. 정보기술,02. 정보기술개발,13. 인프라스 트럭쳐아키텍처구축,1320,컴퓨터시스템 전문가
20. 정보통신,01. 정보기술,02. 정보기술개발,13. 인프라스 트럭쳐아키텍처구축,1331,시스템 소프트웨어 개발자
20. 정보통신,01. 정보기술,02. 정보기술개발,13. 인프라스 트럭쳐아키텍처구축,1342,네트워크 시스템 개발자
20. 정보통신,01. 정보기술,02. 정보기술개발,14. 클라우드 솔루션아키텍처,1320,컴퓨터시스템 전문가
20. 정보통신,01. 정보기술,02. 정보기술개발,14. 클라우드 솔루션아키텍처,1331,시스템 소프트웨어 개발자
20. 정보통신,01. 정보기술,02. 정보기술개발,15. 클라우드인프라스 트럭쳐엔지니어링,1320,컴퓨터시스템 전문가
20. 정보통신,01. 정보기술,02. 정보기술개발,15. 클라우드인프라스 트럭쳐엔지니어링,1342,네트워크 시스템 개발자
20. 정보통신,01. 정보기술,02. 정보기술개발,16. PaaS엔지니어링,1331,시스템 소프트웨어 개발자
20. 정보통신,01. 정보기술,02. 정보기술개발,16. PaaS엔지니어링,1333,웹 개발자
20. 정보통신,01. 정보기술,02. 정보기술개발,16. PaaS엔지니어링,1342,네트워크 시스템 개발자
20. 정보통신,01. 정보기술,03. 정보기술운영,01. IT시스템관리,1343,정보시스템 운영자
20. 정보통신,01. 정보기술,03. 정보기술운영,02. IT기술교육,0262,인사·교육·훈련 사무원
20. 정보통신,01. 정보기술,03. 정보기술운영,03. IT기술지원,1343,정보시스템 운영자
20. 정보통신,01. 정보기술,03. 정보기술운영,04. 빅데이터운영·관리,1341,데이터 전문가
20. 정보통신,01. 정보기술,03. 정보기술운영,04. 빅데이터운영·관리,1343,정보시스템 운영자
20. 정보통신,01. 정보기술,03. 정보기술운영,05. IoT시스템운영·관리,1343,정보시스템 운영자
20. 정보통신,01. 정보기술,04. 정보기술관리,01. IT프로젝트관리,1320,컴퓨터시스템 전문가
20. 정보통신,01. 정보기술,04. 정보기술관리,02. IT품질보증,1320,컴퓨터시스템 전문가
20. 정보통신,01. 정보기술,04. 정보기술관리,03. IT테스트,1320,컴퓨터시스템 전문가
20. 정보통신,01. 정보기술,04. 정보기술관리,04. IT감리,1320,컴퓨터시스템 전문가
20. 정보통신,01. 정보기술,05. 정보기술영업,01. IT기술영업,6121,기술 영업원
20. 정보통신,01. 정보기술,05. 정보기술영업,02. IT마케팅,0241,광고·홍보 전문가
20. 정보통신,01. 정보기술,05. 정보기술영업,02. IT마케팅,0261,기획·마케팅 사무원
20. 정보통신,01. 정보기술,06. 정보보호,01. 정보보호관리·운영,1350,정보보안 전문가
20. 정보통신,01. 정보기술,06. 정보보호,02. 정보보호진단·분석,1350,정보보안 전문가
20. 정보통신,01. 정보기술,06. 정보보호,03. 보안사고분석대응,1350,정보보안 전문가
20. 정보통신,01. 정보기술,06. 정보보호,04. 정보보호암호·인증,1350,정보보안 전문가
20. 정보통신,01. 정보기술,06. 정보보호,05. 영상정보처리,1332,응용 소프트웨어 개발자
20. 정보통신,01. 정보기술,06. 정보보호,06. 생체인식(바이오인식),1320,컴퓨터시스템 전문가
20. 정보통신,01. 정보기술,06. 정보보호,06. 생체인식(바이오인식),1350,정보보안 전문가
20. 정보통신,01. 정보기술,06. 정보보호,07. 개인정보보호,1350,정보보안 전문가
20. 정보통신,01. 정보기술,06. 정보보호,08. 디지털포렌식,1349,기타 데이터 및 네트워크 전문가
20. 정보통신,01. 정보기술,06. 정보보호,09. 영상정보보안·운영,1350,정보보안 전문가
20. 정보통신,01. 정보기술,06. 정보보호,10. 개인정보가명익명처리,1350,정보보안 전문가
20. 정보통신,01. 정보기술,07. 인공지능,01. 인공지능플랫폼구축,1320,컴퓨터시스템 전문가
20. 정보통신,01. 정보기술,07. 인공지능,01. 인공지능플랫폼구축,1331,시스템 소프트웨어 개발자
20. 정보통신,01. 정보기술,07. 인공지능,01. 인공지능플랫폼구축,1341,데이터 전문가
20. 정보통신,01. 정보기술,07. 인공지능,02. 인공지능서비스기획,1320,컴퓨터시스템 전문가
20. 정보통신,01. 정보기술,07. 인공지능,03. 인공지능모델링,1332,응용 소프트웨어 개발자
20. 정보통신,01. 정보기술,07. 인공지능,03. 인공지능모델링,1341,데이터 전문가
20. 정보통신,01. 정보기술,07. 인공지능,03. 인공지능모델링,1512,로봇공학 기술자 및 연구원
20. 정보통신,01. 정보기술,07. 인공지능,04. 인공지능서비스 운영관리,1343,정보시스템 운영자
20. 정보통신,01. 정보기술,07. 인공지능,05. 인공지능서비스구현,1332,응용 소프트웨어 개발자
20. 정보통신,01. 정보기술,07. 인공지능,05. 인공지능서비스구현,1341,데이터 전문가
20. 정보통신,01. 정보기술,07. 인공지능,06. 인공지능학습데이터 구축,1332,응용 소프트웨어 개발자
20. 정보통신,01. 정보기술,07. 인공지능,06. 인공지능학습데이터 구축,1341,데이터 전문가
20. 정보통신,01. 정보기술,08. 블록체인,01. 블록체인분석·설계,1320,컴퓨터시스템 전문가
20. 정보통신,01. 정보기술,08. 블록체인,01. 블록체인분석·설계,1341,데이터 전문가
20. 정보통신,01. 정보기술,08. 블록체인,01. 블록체인분석·설계,1350,정보보안 전문가
20. 정보통신,01. 정보기술,08. 블록체인,02. 블록체인구축·운영,1320,컴퓨터시스템 전문가
20. 정보통신,01. 정보기술,08. 블록체인,02. 블록체인구축·운영,1332,응용 소프트웨어 개발자
20. 정보통신,01. 정보기술,08. 블록체인,02. 블록체인구축·운영,1350,정보보안 전문가
20. 정보통신,01. 정보기술,08. 블록체인,03. 블록체인서비스기획,1320,컴퓨터시스템 전문가
20. 정보통신,01. 정보기술,08. 블록체인,03. 블록체인서비스기획,1350,정보보안 전문가
20. 정보통신,01. 정보기술,09. 스마트물류,01. 스마트물류체계기획,1320,컴퓨터시스템 전문가
20. 정보통신,01. 정보기술,09. 스마트물류,02. 스마트물류플랫폼구축,1331,시스템 소프트웨어 개발자
20. 정보통신,01. 정보기술,09. 스마트물류,02. 스마트물류플랫폼구축,1332,응용 소프트웨어 개발자
20. 정보통신,01. 정보기술,09. 스마트물류,03. 스마트물류통합관리,0283,자재·구매·물류 사무원
20. 정보통신,01. 정보기술,09. 스마트물류,03. 스마트물류통합관리,1343,정보시스템 운영자
20. 정보통신,01. 정보기술,10. 디지털트윈,01. 디지털트윈기획,1320,컴퓨터시스템 전문가
20. 정보통신,01. 정보기술,10. 디지털트윈,02. 디지털트윈설계,1320,컴퓨터시스템 전문가
20. 정보통신,01. 정보기술,10. 디지털트윈,02. 디지털트윈설계,1331,시스템 소프트웨어 개발자
20. 정보통신,01. 정보기술,10. 디지털트윈,03. 디지털트윈구축,1320,컴퓨터시스템 전문가
20. 정보통신,01. 정보기술,10. 디지털트윈,03. 디지털트윈구축,1332,응용 소프트웨어 개발자
20. 정보통신,01. 정보기술,10. 디지털트윈,03. 디지털트윈구축,1333,웹 개발자
20. 정보통신,02. 통신기술,01. 유선통신구축,01. 교환시스템구축,1312,통신공학 기술자 및 연구원
20. 정보통신,02. 통신기술,01. 유선통신구축,02. 구내통신구축,1312,통신공학 기술자 및 연구원
20. 정보통신,02. 통신기술,01. 유선통신구축,02. 구내통신구축,8423,방송·통신·인터넷 케이블 설치·수리원
20. 정보통신,02. 통신기술,01. 유선통신구축,03. 네트워크구축,1312,통신공학 기술자 및 연구원
20. 정보통신,02. 통신기술,01. 유선통신구축,03. 네트워크구축,1342,네트워크 시스템 개발자
20. 정보통신,02. 통신기술,01. 유선통신구축,04. 구내통신설비공사,1360,통신·방송송출 장비 기사
20. 정보통신,02. 통신기술,01. 유선통신구축,05. 실감형플랫폼구축,1331,시스템 소프트웨어 개발자
20. 정보통신,02. 통신기술,01. 유선통신구축,05. 실감형플랫폼구축,1332,응용 소프트웨어 개발자
20. 정보통신,02. 통신기술,01. 유선통신구축,06. 철도정보통신설비공사,8422,통신장비 설치·수리원
20. 정보통신,02. 통신기술,01. 유선통신구축,07. 도로·교통정보통신 설비공사,8422,통신장비 설치·수리원
20. 정보통신,02. 통신기술,01. 유선통신구축,08. 항해·항만정보통신 설비공사,8422,통신장비 설치·수리원
20. 정보통신,02. 통신기술,01. 유선통신구축,09. 항공·항행정보통신 시설공사,8422,통신장비 설치·수리원
20. 정보통신,02. 통신기술,01. 유선통신구축,10. 클라우드플랫폼구축,1320,컴퓨터시스템 전문가
20. 정보통신,02. 통신기술,01. 유선통신구축,10. 클라우드플랫폼구축,1331,시스템 소프트웨어 개발자
20. 정보통신,02. 통신기술,01. 유선통신구축,10. 클라우드플랫폼구축,1342,네트워크 시스템 개발자
20. 정보통신,02. 통신기술,01. 유선통신구축,10. 클라우드플랫폼구축,1350,정보보안 전문가
20. 정보통신,02. 통신기술,02. 무선통신구축,01. 무선통신시스템구축,1312,통신공학 기술자 및 연구원
20. 정보통신,02. 통신기술,02. 무선통신구축,01. 무선통신시스템구축,8423,방송·통신·인터넷 케이블 설치·수리원
20. 정보통신,02. 통신기술,02. 무선통신구축,02. 전송시스템구축,1312,통신공학 기술자 및 연구원
20. 정보통신,02. 통신기술,02. 무선통신구축,03. 무선통신망구축,1312,통신공학 기술자 및 연구원
20. 정보통신,02. 통신기술,02. 무선통신구축,04. 위성통신망구축,1312,통신공학 기술자 및 연구원
20. 정보통신,02. 통신기술,02. 무선통신구축,05. IoT통신망구축,1312,통신공학 기술자 및 연구원
20. 정보통신,02. 통신기술,02. 무선통신구축,05. IoT통신망구축,1360,통신·방송송출 장비 기사
20. 정보통신,02. 통신기술,02. 무선통신구축,06. 공공안전통신망구축,1312,통신공학 기술자 및 연구원
20. 정보통신,02. 통신기술,03. 통신서비스,01. 유선설비접속서비스,1360,통신·방송송출 장비 기사
20. 정보통신,02. 통신기술,03. 통신서비스,01. 유선설비접속서비스,6152,통신 기기·서비스 판매원
20. 정보통신,02. 통신기술,03. 통신서비스,02. 전용회선서비스,1360,통신·방송송출 장비 기사
20. 정보통신,02. 통신기술,03. 통신서비스,02. 전용회선서비스,6152,통신 기기·서비스 판매원
20. 정보통신,02. 통신기술,03. 통신서비스,03. 초고속망서비스,1360,통신·방송송출 장비 기사
20. 정보통신,02. 통신기술,03. 통신서비스,03. 초고속망서비스,6152,통신 기기·서비스 판매원
20. 정보통신,02. 통신기술,03. 통신서비스,04. 부가네트워크서비스,1360,통신·방송송출 장비 기사
20. 정보통신,02. 통신기술,03. 통신서비스,04. 부가네트워크서비스,6152,통신 기기·서비스 판매원
20. 정보통신,02. 통신기술,03. 통신서비스,05. 전보서비스,1360,통신·방송송출 장비 기사
20. 정보통신,02. 통신기술,03. 통신서비스,05. 전보서비스,6152,통신 기기·서비스 판매원
20. 정보통신,02. 통신기술,03. 통신서비스,06. 이동통신서비스,1360,통신·방송송출 장비 기사
20. 정보통신,02. 통신기술,03. 통신서비스,06. 이동통신서비스,6152,통신 기기·서비스 판매원
20. 정보통신,02. 통신기술,03. 통신서비스,07. 콘텐츠사용자서비스,1360,통신·방송송출 장비 기사
20. 정보통신,02. 통신기술,03. 통신서비스,07. 콘텐츠사용자서비스,6152,통신 기기·서비스 판매원
20. 정보통신,02. 통신기술,03. 통신서비스,08. 콘텐츠네트워크서비스,1360,통신·방송송출 장비 기사
20. 정보통신,02. 통신기술,03. 통신서비스,08. 콘텐츠네트워크서비스,6152,통신 기기·서비스 판매원
20. 정보통신,02. 통신기술,03. 통신서비스,09. 무선초고속 인터넷서비스,1360,통신·방송송출 장비 기사
20. 정보통신,02. 통신기술,03. 통신서비스,09. 무선초고속 인터넷서비스,6152,통신 기기·서비스 판매원
20. 정보통신,02. 통신기술,03. 통신서비스,10. 주파수공용통신,1360,통신·방송송출 장비 기사
20. 정보통신,02. 통신기술,03. 통신서비스,10. 주파수공용통신,6152,통신 기기·서비스 판매원
20. 정보통신,02. 통신기술,03. 통신서비스,11. 무선호출메시징서비스,1360,통신·방송송출 장비 기사
20. 정보통신,02. 통신기술,03. 통신서비스,11. 무선호출메시징서비스,6152,통신 기기·서비스 판매원
20. 정보통신,02. 통신기술,03. 통신서비스,12. 위성통신서비스,1360,통신·방송송출 장비 기사
20. 정보통신,02. 통신기술,03. 통신서비스,12. 위성통신서비스,6152,통신 기기·서비스 판매원
20. 정보통신,02. 통신기술,03. 통신서비스,13. 특수이동통신서비스,1360,통신·방송송출 장비 기사
20. 정보통신,02. 통신기술,03. 통신서비스,13. 특수이동통신서비스,6152,통신 기기·서비스 판매원
20. 정보통신,02. 통신기술,03. 통신서비스,14. 인터넷지원서비스,1360,통신·방송송출 장비 기사
20. 정보통신,02. 통신기술,03. 통신서비스,14. 인터넷지원서비스,6152,통신 기기·서비스 판매원
20. 정보통신,02. 통신기술,03. 통신서비스,15. 부가통신응용 중계서비스,1360,통신·방송송출 장비 기사
20. 정보통신,02. 통신기술,03. 통신서비스,15. 부가통신응용 중계서비스,6152,통신 기기·서비스 판매원
20. 정보통신,02. 통신기술,03. 통신서비스,16. 특수부가통신서비스,1360,통신·방송송출 장비 기사
20. 정보통신,02. 통신기술,03. 통신서비스,16. 특수부가통신서비스,6152,통신 기기·서비스 판매원
20. 정보통신,02. 통신기술,03. 통신서비스,17. 무선데이터통신서비스,1360,통신·방송송출 장비 기사
20. 정보통신,02. 통신기술,03. 통신서비스,17. 무선데이터통신서비스,6152,통신 기기·서비스 판매원
20. 정보통신,02. 통신기술,03. 통신서비스,18. 디지털비지니스 지원서비스,1333,웹 개발자
20. 정보통신,02. 통신기술,03. 통신서비스,18. 디지털비지니스 지원서비스,6152,통신 기기·서비스 판매원
20. 정보통신,02. 통신기술,03. 통신서비스,19. 실감형통신서비스,1360,통신·방송송출 장비 기사
20. 정보통신,02. 통신기술,03. 통신서비스,19. 실감형통신서비스,6152,통신 기기·서비스 판매원
20. 정보통신,02. 통신기술,04. 실감형콘텐츠제작,01. 가상현실콘텐츠제작,1332,응용 소프트웨어 개발자
20. 정보통신,02. 통신기술,04. 실감형콘텐츠제작,01. 가상현실콘텐츠제작,1333,웹 개발자
20. 정보통신,02. 통신기술,04. 실감형콘텐츠제작,01. 가상현실콘텐츠제작,4155,미디어 콘텐츠 디자이너
20. 정보통신,02. 통신기술,04. 실감형콘텐츠제작,02. 실감콘텐츠촬영,4164,촬영 기사
20. 정보통신,02. 통신기술,04. 실감형콘텐츠제작,03. 증강현실(AR) 콘텐츠제작,1332,응용 소프트웨어 개발자
20. 정보통신,02. 통신기술,04. 실감형콘텐츠제작,03. 증강현실(AR) 콘텐츠제작,4155,미디어 콘텐츠 디자이너
20. 정보통신,03. 방송기술,01. 방송제작기술,01. 중계방송,1360,통신·방송송출 장비 기사
20. 정보통신,03. 방송기술,01. 방송제작기술,02. 방송품질관리,1312,통신공학 기술자 및 연구원
20. 정보통신,03. 방송기술,02. 방송플랫폼기술,01. 라디오방송,1360,통신·방송송출 장비 기사
20. 정보통신,03. 방송기술,02. 방송플랫폼기술,02. 지상파TV방송,1360,통신·방송송출 장비 기사
20. 정보통신,03. 방송기술,02. 방송플랫폼기술,03. 지상파DMB,1360,통신·방송송출 장비 기사
20. 정보통신,03. 방송기술,02. 방송플랫폼기술,04. 케이블방송,1360,통신·방송송출 장비 기사
20. 정보통신,03. 방송기술,02. 방송플랫폼기술,05. 인터넷멀티미디어방송,1360,통신·방송송출 장비 기사
20. 정보통신,03. 방송기술,03. 방송서비스,01. 유무선통합서비스,1312,통신공학 기술자 및 연구원
20. 정보통신,03. 방송기술,03. 방송서비스,01. 유무선통합서비스,1360,통신·방송송출 장비 기사
20. 정보통신,03. 방송기술,03. 방송서비스,02. 방송시스템운영,1360,통신·방송송출 장비 기사
20. 정보통신,03. 방송기술,03. 방송서비스,03. 정보시스템운영,1343,정보시스템 운영자
20. 정보통신,03. 방송기술,03. 방송서비스,04. 방송기술지원서비스,1360,통신·방송송출 장비 기사
20. 정보통신,03. 방송기술,03. 방송서비스,05. 방송장비설치유지보수,8421,방송장비 설치·수리원
20. 정보통신,03. 방송기술,03. 방송서비스,06. 소셜미디어방송서비스,4155,미디어 콘텐츠 디자이너
20. 정보통신,03. 방송기술,03. 방송서비스,06. 소셜미디어방송서비스,4161,감독 및 기술감독
20. 정보통신,03. 방송기술,03. 방송서비스,06. 소셜미디어방송서비스,4166,영상·녹화·편집 기사
21. 식품가공,01. 식품가공,01. 식품가공,01. 수산식품가공,8731,육류·어패류·낙농품 가공기계 조작원
21. 식품가공,01. 식품가공,01. 식품가공,02. 두류식품가공,8733,곡물 가공제품 기계 조작원
21. 식품가공,01. 식품가공,01. 식품가공,03. 축산식품가공,8721,정육원 및 도축원
21. 식품가공,01. 식품가공,01. 식품가공,03. 축산식품가공,8731,육류·어패류·낙농품 가공기계 조작원
21. 식품가공,01. 식품가공,01. 식품가공,04. 유제품가공,8731,육류·어패류·낙농품 가공기계 조작원
21. 식품가공,01. 식품가공,01. 식품가공,05. 건강기능식품제조가공,8739,기타 식품 가공 기계 조작원
21. 식품가공,01. 식품가공,01. 식품가공,06. 김치·반찬가공,8722,김치·밑반찬 제조 종사원
21. 식품가공,01. 식품가공,01. 식품가공,07. 면류식품가공,8733,곡물 가공제품 기계 조작원
21. 식품가공,01. 식품가공,01. 식품가공,08. 곡류·서류·견과류가공,8733,곡물 가공제품 기계 조작원
21. 식품가공,01. 식품가공,01. 식품가공,09. 음료주류가공,8735,음료 제조기계 조작원
21. 식품가공,01. 식품가공,01. 식품가공,10. 식품가공연구개발,1571,식품공학 기술자 및 연구원
21. 식품가공,01. 식품가공,01. 식품가공,11. 식품품질관리,0284,생산·품질 사무원
21. 식품가공,01. 식품가공,01. 식품가공,11. 식품품질관리,1571,식품공학 기술자 및 연구원
21. 식품가공,01. 식품가공,01. 식품가공,11. 식품품질관리,1572,식품공학 시험원
21. 식품가공,01. 식품가공,02. 식품저장,01. 수산식품저장,0283,자재·구매·물류 사무원
21. 식품가공,01. 식품가공,02. 식품저장,01. 수산식품저장,8723,식품·담배 등급원
21. 식품가공,01. 식품가공,02. 식품저장,02. 농산식품저장,0283,자재·구매·물류 사무원
21. 식품가공,01. 식품가공,02. 식품저장,02. 농산식품저장,8723,식품·담배 등급원
21. 식품가공,01. 식품가공,02. 식품저장,03. 축산식품저장,0283,자재·구매·물류 사무원
21. 식품가공,01. 식품가공,02. 식품저장,03. 축산식품저장,8721,정육원 및 도축원
21. 식품가공,01. 식품가공,02. 식품저장,03. 축산식품저장,8723,식품·담배 등급원
21. 식품가공,01. 식품가공,03. 식품유통,01. 수산식품유통,0283,자재·구매·물류 사무원
21. 식품가공,01. 식품가공,03. 식품유통,02. 농산식품유통,0283,자재·구매·물류 사무원
21. 식품가공,01. 식품가공,03. 식품유통,03. 축산식품유통,0283,자재·구매·물류 사무원
21. 식품가공,02. 제과·제빵·떡제조,01. 제과·제빵·떡제조,01. 제과,8711,제과·제빵원
21. 식품가공,02. 제과·제빵·떡제조,01. 제과·제빵·떡제조,02. 제빵,8711,제과·제빵원
21. 식품가공,02. 제과·제빵·떡제조,01. 제과·제빵·떡제조,03. 떡제조,8712,떡 제조원
21. 식품가공,02. 제과·제빵·떡제조,01. 제과·제빵·떡제조,04. 한과제조,8712,떡 제조원
22. 인쇄·목재· 가구·공예,01. 인쇄·출판,01. 출판,01. 출판기획,4113,출판물 전문가
22. 인쇄·목재· 가구·공예,01. 인쇄·출판,01. 출판,02. 편집디자인,4154,시각 디자이너
22. 인쇄·목재· 가구·공예,01. 인쇄·출판,01. 출판,03. 편집,4113,출판물 전문가
22. 인쇄·목재· 가구·공예,01. 인쇄·출판,01. 출판,04. 출판물제작·,6124,제품·광고 영업원
,,,공정관리,,
22. 인쇄·목재· 가구·공예,01. 인쇄·출판,02. 인쇄,01. 프리프레스,8811,인쇄기계 조작원
22. 인쇄·목재· 가구·공예,01. 인쇄·출판,02. 인쇄,02. 평판인쇄,8811,인쇄기계 조작원
22. 인쇄·목재· 가구·공예,01. 인쇄·출판,02. 인쇄,03. 특수인쇄,8811,인쇄기계 조작원
22. 인쇄·목재· 가구·공예,01. 인쇄·출판,02. 인쇄,04. 인쇄후가공,8811,인쇄기계 조작원
22. 인쇄·목재· 가구·공예,01. 인쇄·출판,02. 인쇄,05. 간판디자인·제작· 설치,4154,시각 디자이너
22. 인쇄·목재· 가구·공예,01. 인쇄·출판,02. 인쇄,05. 간판디자인·제작· 설치,8852,간판 제작·설치원
22. 인쇄·목재· 가구·공예,02. 공예,01. 공예,01. 칠공예,8841,공예원
22. 인쇄·목재· 가구·공예,02. 공예,01. 공예,02. 도자공예,8841,공예원
22. 인쇄·목재· 가구·공예,02. 공예,01. 공예,03. 석공예,8841,공예원
22. 인쇄·목재· 가구·공예,02. 공예,01. 공예,04. 목공예,8833,목제품 제조원
22. 인쇄·목재· 가구·공예,02. 공예,01. 공예,04. 목공예,8841,공예원
22. 인쇄·목재· 가구·공예,02. 공예,01. 공예,05. 금속공예,8841,공예원
22. 인쇄·목재· 가구·공예,02. 공예,01. 공예,06. 가구제작,8831,가구 제조·수리원
22. 인쇄·목재· 가구·공예,02. 공예,01. 공예,06. 가구제작,8832,가구 조립원
22. 인쇄·목재· 가구·공예,02. 공예,01. 공예,06. 가구제작,8833,목제품 제조원
22. 인쇄·목재· 가구·공예,02. 공예,01. 공예,07. 섬유공예,8841,공예원
22. 인쇄·목재· 가구·공예,02. 공예,01. 공예,08. 나전칠기,8841,공예원
22. 인쇄·목재· 가구·공예,02. 공예,02. 귀금속·보석,01. 귀금속가공,8842,귀금속·보석 세공원
22. 인쇄·목재· 가구·공예,02. 공예,02. 귀금속·보석,02. 귀금속품위감정,0234,감정 전문가
22. 인쇄·목재· 가구·공예,02. 공예,02. 귀금속·보석,03. 보석가공,8842,귀금속·보석 세공원
22. 인쇄·목재· 가구·공예,02. 공예,02. 귀금속·보석,04. 보석감정,0234,감정 전문가
22. 인쇄·목재· 가구·공예,02. 공예,02. 귀금속·보석,05. 보석디자인,4151,제품 디자이너
22. 인쇄·목재· 가구·공예,02. 공예,02. 귀금속·보석,06. 주얼리마케팅,0243,상품 기획자
22. 인쇄·목재· 가구·공예,02. 공예,02. 귀금속·보석,06. 주얼리마케팅,0261,기획·마케팅 사무원
23. 환경·에너지·안전,01. 산업환경,01. 수질관리,01. 수질오염분석,1553,환경공학 기술자 및 연구원
23. 환경·에너지·안전,01. 산업환경,01. 수질관리,01. 수질오염분석,1554,환경공학 시험원
23. 환경·에너지·안전,01. 산업환경,01. 수질관리,02. 수질공정관리,8531,상·하수도 처리장치 조작원
23. 환경·에너지·안전,01. 산업환경,01. 수질관리,03. 수질환경관리,1553,환경공학 기술자 및 연구원
23. 환경·에너지·안전,01. 산업환경,01. 수질관리,04. 정수시설운영관리,8531,상·하수도 처리장치 조작원
23. 환경·에너지·안전,01. 산업환경,01. 수질관리,05. 상수관로시설 운영관리,1553,환경공학 기술자 및 연구원
23. 환경·에너지·안전,01. 산업환경,01. 수질관리,05. 상수관로시설 운영관리,8531,상·하수도 처리장치 조작원
23. 환경·에너지·안전,01. 산업환경,01. 수질관리,06. 하수관로시설 운영관리,1553,환경공학 기술자 및 연구원
23. 환경·에너지·안전,01. 산업환경,01. 수질관리,06. 하수관로시설 운영관리,8531,상·하수도 처리장치 조작원
23. 환경·에너지·안전,01. 산업환경,02. 대기관리,01. 대기환경관리,1553,환경공학 기술자 및 연구원
23. 환경·에너지·안전,01. 산업환경,02. 대기관리,02. 온실가스관리,1211,자연과학 연구원
23. 환경·에너지·안전,01. 산업환경,02. 대기관리,02. 온실가스관리,1553,환경공학 기술자 및 연구원
23. 환경·에너지·안전,01. 산업환경,02. 대기관리,03. 기상기술관리,1211,자연과학 연구원
23. 환경·에너지·안전,01. 산업환경,02. 대기관리,04. 기후변화적응,1211,자연과학 연구원
23. 환경·에너지·안전,01. 산업환경,02. 대기관리,04. 기후변화적응,1553,환경공학 기술자 및 연구원
23. 환경·에너지·안전,01. 산업환경,03. 폐기물관리,01. 폐기물처리시설 설계·시공,1511,기계공학 기술자 및 연구원
23. 환경·에너지·안전,01. 산업환경,03. 폐기물관리,01. 폐기물처리시설 설계·시공,1553,환경공학 기술자 및 연구원
23. 환경·에너지·안전,01. 산업환경,03. 폐기물관리,01. 폐기물처리시설 설계·시공,8111,공업기계 설치·정비원
23. 환경·에너지·안전,01. 산업환경,03. 폐기물관리,02. 폐기물관리,1553,환경공학 기술자 및 연구원
23. 환경·에너지·안전,01. 산업환경,03. 폐기물관리,02. 폐기물관리,1554,환경공학 시험원
23. 환경·에너지·안전,01. 산업환경,04. 소음진동관리,01. 소음진동방지,1553,환경공학 기술자 및 연구원
23. 환경·에너지·안전,01. 산업환경,04. 소음진동관리,01. 소음진동방지,1554,환경공학 시험원
23. 환경·에너지·안전,01. 산업환경,04. 소음진동관리,02. 소음진동측정·분석평가,1553,환경공학 기술자 및 연구원
23. 환경·에너지·안전,01. 산업환경,04. 소음진동관리,02. 소음진동측정·분석평가,1554,환경공학 시험원
